,plant_name,capacity_mw,start,plant_name_x,net_generation_gwh,usage,2021_cost_per_unit,2022_cost_per_unit,2022_units,own_IPP,own_Joint venture,own_Public,own_RENTAL & SIPP,fuel_GAS,fuel_HFO,fuel_HSD,fuel_HYDRO,fuel_IMPORT,fuel_SOLAR,fuel_WIND,2022_usage,cost_increase,age,diff,log_usage_squared,log_age_squared,log_capacity_mw_squared,log_net_generation_gwh_squared,log_2021_cost_per_unit_squared,log_2022_cost_per_unit_squared,log_2022_usage_squared
2,Khanjahan Ali Noapara  40 MW,0.0,2011.0,Khanjahan Ali Noapara  40 MW,4.524857775281294,-1.2378743560016174,2.6925980965432883,0.0,29896435.0,False,False,False,True,False,True,False,False,False,False,False,0.0,0.0,2.4849066497880004,0.0,-2.475748712003235,4.969813299576001,0.0,9.049715550562588,5.385196193086577,0.0,0.0
3,Shikalbaha 150 MW Peaking PP,0.0,2010.0,Shikalbaha 150 MW Peaking PP,6.464467268328094,-0.6831968497067772,1.1878434223960523,2.155244505095337,91759968.0,False,False,True,False,True,False,False,False,False,False,False,0.0,5.350000000000001,2.5649493574615367,5.350000000000001,-1.3663936994135544,5.1298987149230735,0.0,12.928934536656188,2.3756868447921047,4.310489010190674,0.0
5,Regent Energy & Power Ltd 108 MW,4.68213122712422,2014.0,Regent Energy & Power Ltd 108 MW,6.382577318067732,-0.4620354595965587,1.0715836162801904,1.4060969884160703,360724103.0,True,False,False,False,True,False,False,False,False,False,False,-1.0958244914712616,1.1600000000000001,2.1972245773362196,1.1600000000000001,-0.9240709191931172,4.394449154672439,9.36426245424844,12.765154636135463,2.1431672325603808,2.8121939768321407,-2.191648982942523
7,Summit  Power Co. Ltd Madangonj (100 MW),4.624972813284271,2011.0,Summit  Power Co. Ltd Madangonj (100 MW),5.86742029462917,-0.916290731874155,2.2741856184723477,2.955430976780465,109319891.0,False,False,False,True,False,True,False,False,False,False,False,-1.5298458266964892,9.49,2.4849066497880004,9.49,-1.83258146374831,4.969813299576001,9.249945626568541,11.73484058925834,4.548371236944695,5.91086195356093,-3.0596916533929783
8,KPCL( 115 MW) U-2,4.74493212836325,2011.0,KPCL( 115 MW) U-2,6.072229455470271,-0.843970070294529,2.4449523342809676,2.991222118076105,107420657.0,False,False,False,True,False,True,False,False,False,False,False,-1.5631052976316129,8.38,2.4849066497880004,8.38,-1.687940140589058,4.969813299576001,9.4898642567265,12.144458910940543,4.889904668561935,5.98244423615221,-3.1262105952632258
9,Sirajgonj 210 MW CC (NWPGCL) Unit-1,5.3471075307174685,2012.0,Sirajgonj 210 MW CC (NWPGCL) Unit-1,5.37801216755522,-2.1037342342488805,2.3988039507345884,2.25758772706331,224720935.0,False,False,True,False,True,False,False,False,False,False,False,-1.528959024793702,-1.4499999999999993,2.3978952727983707,-1.4499999999999993,-4.207468468497761,4.795790545596741,10.694215061434937,10.75602433511044,4.797607901469177,4.51517545412662,-3.057918049587404
10,Summit   Barishal (110 MW),4.700480365792417,2016.0,Summit   Barishal (110 MW),5.387282916231171,-1.4696759700589417,2.673458756332591,3.6068556186353455,62791776.0,True,False,False,False,False,True,False,False,False,False,False,-1.6574802422313881,22.36,1.9459101490553132,22.36,-2.9393519401178834,3.8918202981106265,9.400960731584833,10.774565832462342,5.346917512665182,7.213711237270691,-3.3149604844627762
11,"Power Pac Mutiara,Keranigonj,100MW",4.605170185988092,2011.0,"Power Pac Mutiara,Keranigonj,100MW",5.383880194897482,-1.3862943611198906,2.1077860146889784,3.309447523052588,91903200.0,False,False,False,True,False,True,False,False,False,False,False,-1.5671390103189204,19.14,2.4849066497880004,19.14,-2.772588722239781,4.969813299576001,9.210340371976184,10.767760389794963,4.215572029377957,6.618895046105176,-3.1342780206378404
12,Lakdhanvi lanka- Bangla Jangalia Cumilla 52MW,3.9512437185814275,2014.0,Lakdhanvi lanka- Bangla Jangalia Cumilla 52MW,5.065788662137617,-1.0498221244986778,2.63834278867739,2.8231630082027146,217114112.0,True,False,False,False,False,True,False,False,False,False,False,-0.9795714606084935,2.839999999999998,2.1972245773362196,2.839999999999998,-2.0996442489973557,4.394449154672439,7.902487437162855,10.131577324275234,5.27668557735478,5.646326016405429,-1.959142921216987
13,Raj Lanka Power Gen.Com. Ltd.Nator 55 MW,3.9512437185814275,2012.0,Raj Lanka Power Gen.Com. Ltd.Nator 55 MW,4.9857146721804,-1.1394342831883648,2.513656063073986,2.7459880404426023,234706041.0,True,False,False,False,False,True,False,False,False,False,False,-0.9343283416698303,3.2300000000000004,2.3978952727983707,3.2300000000000004,-2.2788685663767296,4.795790545596741,7.902487437162855,9.9714293443608,5.027312126147972,5.4919760808852045,-1.8686566833396605
14,Gazipur 52 MW PP,3.9512437185814275,2012.0,Gazipur 52 MW PP,4.724562592578728,-1.3664917338237108,2.768204123921957,2.896464271895322,209417122.0,False,False,True,False,False,True,False,False,False,False,False,-1.0000291324214086,2.1799999999999997,2.3978952727983707,2.1799999999999997,-2.7329834676474216,4.795790545596741,7.902487437162855,9.449125185157456,5.536408247843914,5.7929285437906435,-2.000058264842817
15,Rural Power Company Ltd.(RPCL),5.3471075307174685,2007.0,Rural Power Company Ltd.(RPCL),7.047596522560698,-0.4620354595965587,1.205970806988609,1.3164082336557241,1106935572.0,True,False,False,False,True,False,False,False,False,False,False,-0.830890460973566,0.3900000000000001,2.772588722239781,0.3900000000000001,-0.9240709191931172,5.545177444479562,10.694215061434937,14.095193045121396,2.411941613977218,2.6328164673114482,-1.661780921947132
16,"Aggreko, Brahmangaon 100MW",4.605170185988092,2019.0,"Aggreko, Brahmangaon 100MW",3.362709466613413,-3.506557897319982,4.330864910577949,3.562181801067979,120485001.0,True,False,False,False,False,False,True,False,False,False,False,-1.4985365077774966,-40.77,1.3862943611198906,-40.77,-7.013115794639964,2.772588722239781,9.210340371976184,6.725418933226826,8.661729821155898,7.124363602135958,-2.997073015554993
17,"Aggreko, Aourahati 100MW",4.605170185988092,2020.0,"Aggreko, Aourahati 100MW",3.6154024367125475,-3.2188758248682006,4.160912273160771,3.5139306516493947,131526563.0,True,False,False,False,False,False,True,False,False,False,False,-1.4732455220503746,-30.549999999999997,1.0986122886681098,-30.549999999999997,-6.437751649736401,2.1972245773362196,9.210340371976184,7.230804873425096,8.321824546321542,7.027861303298789,-2.9464910441007492
18,Sirajgonj 210 MW CC (NWPGCL) Unit-3,5.393627546352362,0.0,Sirajgonj 210 MW CC (NWPGCL) Unit-3,7.277251527591779,-0.24718012914245105,1.2178757094949273,1.358409157630355,1220422550.0,False,False,True,False,True,False,False,False,False,False,False,-0.7982454645756604,0.5100000000000002,0.0,0.5100000000000002,-0.49436025828490204,0.0,10.787255092704724,14.554503055183558,2.4357514189898546,2.71681831526071,-1.596490929151321
19,Dhaka(Doreen) Northern Power Ltd.Manikgonj,4.007333185232471,2012.0,Dhaka(Doreen) Northern Power Ltd.Manikgonj,5.446065163026077,-0.7339691750802004,2.432735777459091,2.8021475244813256,297602757.0,True,False,False,False,False,True,False,False,False,False,False,-0.8227287204248023,5.09,2.3978952727983707,5.09,-1.4679383501604009,4.795790545596741,8.014666370464942,10.892130326052154,4.865471554918182,5.604295048962651,-1.6454574408496045
20,Nutan Biddyut 220MW Bhola,5.393627546352362,2021.0,Nutan Biddyut 220MW Bhola,5.586917892092618,-1.9661128563728327,0.5653138090500605,1.1019400787607843,1653494918.0,True,False,False,False,True,False,False,False,False,False,False,-0.5929181051065385,1.2499999999999998,0.6931471805599453,1.2499999999999998,-3.9322257127456655,1.3862943611198906,10.787255092704724,11.173835784185236,1.1306276181001207,2.2038801575215685,-1.185836210213077
21,Summit Narayangonj Power unit-2 Madangonj (55 MW),4.007333185232471,2016.0,Summit Narayangonj Power unit-2 Madangonj (55 MW),5.558763253644216,-0.616186139423817,2.437115985951652,2.850128299695199,288604038.0,True,False,False,False,False,True,False,False,False,False,False,-0.8420682490678824,5.85,1.9459101490553132,5.85,-1.232372278847634,3.8918202981106265,8.014666370464942,11.117526507288432,4.874231971903304,5.700256599390398,-1.6841364981357647
22,Jodiac Power,3.9889840465642745,2019.0,Jodiac Power,5.6231597376870806,-0.527632742082372,2.411439497906128,2.7536607123542622,320369811.0,True,False,False,False,False,True,False,False,False,False,False,-0.7636508796242263,4.549999999999999,1.3862943611198906,4.549999999999999,-1.055265484164744,2.772588722239781,7.977968093128549,11.246319475374161,4.822878995812256,5.5073214247085245,-1.5273017592484526
23,Dhaka(Doreen) Southern Power Ltd.Nobabgonj,4.007333185232471,0.0,Dhaka(Doreen) Southern Power Ltd.Nobabgonj,5.471835284785841,-0.7133498878774648,2.423031246069913,2.785011242238338,311143774.0,True,False,False,False,False,True,False,False,False,False,False,-0.7943142873840389,4.92,0.0,4.92,-1.4266997757549296,0.0,8.014666370464942,10.943670569571681,4.846062492139826,5.570022484476676,-1.5886285747680777
26,Summit Meghnaghat Power Co.Ltd.,5.720311776607412,2015.0,Summit Meghnaghat Power Co.Ltd.,7.3518600981612225,-0.5447271754416722,1.4350845252893227,1.4398351280479205,1524542505.0,True,False,False,False,True,False,False,False,False,False,False,-0.8631270673180411,0.019999999999999574,2.0794415416798357,0.019999999999999574,-1.089454350883344,4.1588830833596715,11.440623553214824,14.703720196322445,2.8701690505786455,2.879670256095841,-1.726254134636082
29,Import from Tripura (2nd  Phase),4.0943445622221,0.0,Import from Tripura (2nd  Phase),6.93102199741967,0.0,1.1410330045520618,2.0731719286662407,941241612.0,False,False,False,False,False,False,False,False,True,False,False,-0.031653824096879536,4.82,0.0,4.82,0.0,0.0,8.1886891244442,13.86204399483934,2.2820660091041236,4.146343857332481,-0.06330764819375909
32,Gazipur 100 MW PP,4.653960350157523,2019.0,Gazipur 100 MW PP,5.91593464140883,-0.8915981192837836,2.505525936990736,2.8142103969306005,535752588.0,False,False,True,False,False,True,False,False,False,False,False,-0.8542179947956748,4.43,1.3862943611198906,4.43,-1.7831962385675673,2.772588722239781,9.307920700315046,11.83186928281766,5.011051873981472,5.628420793861201,-1.7084359895913497
33,Sembcorp NWPGCL,6.025865973825314,2016.0,Sembcorp NWPGCL,7.987944432417211,-0.21072103131565253,1.1216775615991057,1.1755733298042381,2817383745.0,True,False,False,False,True,False,False,False,False,False,False,-0.6608148565217046,0.17000000000000037,1.9459101490553132,0.17000000000000037,-0.421442062631305,3.8918202981106265,12.051731947650628,15.975888864834422,2.2433551231982114,2.3511466596084762,-1.3216297130434091
34,Baraka Shikalbaha 105MW PS,4.653960350157523,2017.0,Baraka Shikalbaha 105MW PS,5.076328148734482,-1.7719568419318752,2.8553201198372458,2.776954179749421,610898228.0,True,False,False,False,False,True,False,False,False,False,False,-0.7706091753122932,-1.3099999999999987,1.791759469228055,-1.3099999999999987,-3.5439136838637504,3.58351893845611,9.307920700315046,10.152656297468964,5.7106402396744915,5.553908359498843,-1.5412183506245865
35,Confidence Power  Ltd. 113MW Rangpur,4.727387818712341,2019.0,Confidence Power  Ltd. 113MW Rangpur,6.203344906143481,-0.6931471805599453,2.4397349311412793,2.7744619666214616,623970029.0,True,False,False,False,False,True,False,False,False,False,False,-0.8039438611852009,4.5600000000000005,1.3862943611198906,4.5600000000000005,-1.3862943611198906,2.772588722239781,9.454775637424682,12.406689812286961,4.8794698622825585,5.548923933242923,-1.6078877223704018
36,Bogura 113 MW PP (Confidence) Unit-1,4.727387818712341,2019.0,Bogura 113 MW PP (Confidence) Unit-1,6.14888081765646,-0.7550225842780328,2.457877977400081,2.800933195248924,613355712.0,True,False,False,False,False,True,False,False,False,False,False,-0.8148951536852352,4.780000000000001,1.3862943611198906,4.780000000000001,-1.5100451685560656,2.772588722239781,9.454775637424682,12.29776163531292,4.9157559548001615,5.601866390497848,-1.6297903073704705
37,Karnaphuli Power Ltd.,4.700480365792417,2019.0,Karnaphuli Power Ltd.,4.468966654951015,-2.4079456086518722,3.242592351485517,2.738902664584975,693947514.0,True,False,False,False,False,True,False,False,False,False,False,-0.7168029796498783,-10.13,1.3862943611198906,-10.13,-4.815891217303744,2.772588722239781,9.400960731584833,8.93793330990203,6.485184702971034,5.47780532916995,-1.4336059592997565
38,United Jamalpur PPL,4.74493212836325,2019.0,United Jamalpur PPL,6.288734941826422,-0.6348782724359695,2.516889695641051,2.847812143477369,627954216.0,True,False,False,False,False,True,False,False,False,False,False,-0.8109899541722426,4.859999999999999,1.3862943611198906,4.859999999999999,-1.269756544871939,2.772588722239781,9.4898642567265,12.577469883652844,5.033779391282102,5.695624286954738,-1.6219799083444852
39,Confidence CPBL- 2 Bogura,4.727387818712341,2019.0,Confidence CPBL- 2 Bogura,6.1043705984749845,-0.7985076962177716,2.5273273656719524,2.8069901489571136,655152288.0,True,False,False,False,False,True,False,False,False,False,False,-0.7724484034218939,4.039999999999999,1.3862943611198906,4.039999999999999,-1.5970153924355432,2.772588722239781,9.454775637424682,12.208741196949969,5.054654731343905,5.613980297914227,-1.5448968068437878
42,Kodda Gazipur 149MW Power Ltd. (unit-1 Summit) ACE Alliance,5.003946305945459,2018.0,Kodda Gazipur 149MW Power Ltd. (unit-1 Summit) ACE Alliance,6.674245685418749,-0.4942963218147801,2.3580197998821464,2.8027541365715076,809133408.0,True,False,False,False,False,True,False,False,False,False,False,-0.813251495162613,5.919999999999998,1.6094379124341003,5.919999999999998,-0.9885926436295602,3.2188758248682006,10.007892611890918,13.348491370837499,4.716039599764293,5.605508273143015,-1.626502990325226
45,Manikganj 162MW P0wer Generation,5.087596335232384,2020.0,Manikganj 162MW P0wer Generation,5.9219091960304695,-1.3470736479666092,2.60638654732571,2.7606426512213806,1041083049.0,True,False,False,False,False,True,False,False,False,False,False,-0.7024079974545484,2.26,1.0986122886681098,2.26,-2.6941472959332184,2.1972245773362196,10.175192670464767,11.843818392060939,5.21277309465142,5.521285302442761,-1.4048159949090966
48,Kodda Gazipur 300MW Power Ltd.(unit-2 Summit),5.703782474656201,2018.0,Kodda Gazipur 300MW Power Ltd.(unit-2 Summit),7.154812837413106,-0.7133498878774648,2.3896797998449792,2.8437459165561094,1421077329.0,True,False,False,False,False,True,False,False,False,False,False,-0.8960530819551734,6.27,1.6094379124341003,6.27,-1.4266997757549296,3.2188758248682006,11.407564949312402,14.309625674826211,4.779359599689959,5.687491833112219,-1.7921061639103468
49,United Anwara 300MW PS,5.703782474656201,2019.0,United Anwara 300MW PS,7.086736345880553,-0.7765287894989963,2.4300984132930052,2.8130106367386967,1677406561.0,True,False,False,False,False,True,False,False,False,False,False,-0.7923882397562413,5.300000000000001,1.3862943611198906,5.300000000000001,-1.5530575789979928,2.772588722239781,11.407564949312402,14.173472691761106,4.8601968265860105,5.626021273477393,-1.5847764795124824
50,Ghorashal 78 MW QRPP (3 Yrs Max Power),0.0,2011.0,Ghorashal 78 MW QRPP (3 Yrs Max Power),4.629368042060298,-1.0498221244986778,2.0693912058263346,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,2.4849066497880004,0.0,-2.0996442489973557,4.969813299576001,0.0,9.258736084120596,4.138782411652669,0.0,0.0
51,"Shahjibazar 70 MW GT, Habiganj",4.248495242049359,2000.0,"Shahjibazar 70 MW GT, Habiganj",5.890061191554281,-0.4652151125139384,1.2919836816486494,1.1118575154181303,416665550.0,False,False,True,False,True,False,False,False,False,False,False,-0.7587614429008488,-0.6000000000000001,3.1354942159291497,-0.6000000000000001,-0.9304302250278768,6.270988431858299,8.496990484098719,11.780122383108562,2.583967363297299,2.2237150308362605,-1.5175228858016976
52,Fenchuganj C.C. (Unit #2),4.6443908991413725,1994.0,Fenchuganj C.C. (Unit #2),5.481824054130324,-1.0788096613719298,1.2837077723447896,1.1378330018213911,0.0,False,False,True,False,True,False,False,False,False,False,False,0.0,-0.48999999999999977,3.367295829986474,-0.48999999999999977,-2.1576193227438596,6.734591659972948,9.288781798282745,10.963648108260648,2.567415544689579,2.2756660036427823,0.0
53,Karnafuli Hydro,5.438079308923196,1962.0,Karnafuli Hydro,6.4846211897350825,-1.1208578976154293,1.0986122886681098,0.9932517730102834,743538106.0,False,False,True,False,False,False,False,True,False,False,False,-1.1101189760907377,-0.2999999999999998,4.110873864173311,-0.2999999999999998,-2.2417157952308586,8.221747728346623,10.876158617846391,12.969242379470163,2.1972245773362196,1.986503546020567,-2.2202379521814755
54,Sylhet 225 MW CCPP,5.442417710521793,2020.0,Sylhet 225 MW CCPP,6.980563170683097,-0.6014799920341214,1.0818051703517284,5.3612921657094255,0.0,False,False,True,False,True,False,False,False,False,False,False,0.0,210.05,1.0986122886681098,210.05,-1.2029599840682428,2.1972245773362196,10.884835421043586,13.961126341366194,2.163610340703457,10.722584331418851,0.0
55,Baghabari 50 MW Peaking RE,3.9512437185814275,1991.0,Baghabari 50 MW Peaking RE,4.448390052174729,-1.6554818509355071,2.67552700939665,7.563200592358071,106132634.0,False,False,True,False,False,True,False,False,False,False,False,-1.3248524333121616,1911.48,3.4657359027997265,1911.48,-3.3109637018710143,6.931471805599453,7.902487437162855,8.896780104349459,5.3510540187933,15.126401184716142,-2.649704866624323
56, Ghorasal Repowered CCPP Unit-4,5.3471075307174685,2022.0, Ghorasal Repowered CCPP Unit-4,5.636654292127112,-1.6245515502441485,1.1410330045520618,11.129158245838182,4491600.0,False,False,True,False,True,False,False,False,False,False,False,-1.819439013238337,68125.87,0.0,68125.87,-3.249103100488297,0.0,10.694215061434937,11.273308584254224,2.2820660091041236,22.258316491676364,-3.638878026476674
57, Ghorasal TPP Unit-6,0.0,2022.0, Ghorasal TPP Unit-6,0.0,0.0,1.1410330045520618,11.129158245838182,4491600.0,False,False,True,False,True,False,False,False,False,False,False,-0.9259431403794621,68125.87,0.0,68125.87,0.0,0.0,0.0,1.5823618416626215,2.2820660091041236,22.258316491676364,-1.8518862807589243
58,"Barapukuria Coal based S/T (unit 1,2)",5.521460917862246,2006.0,"Barapukuria Coal based S/T (unit 1,2)",4.460034581316857,-2.551046452292545,2.419478844465545,2.0955609235597192,1094796315.0,False,False,True,False,False,False,False,False,False,False,False,-0.9432540774675305,-3.1099999999999994,2.833213344056216,-3.1099999999999994,-5.10209290458509,5.666426688112432,11.042921835724492,8.920069162633714,4.83895768893109,4.1911218471194385,-1.886508154935061
60,Shikalbaha 225 MW PS,5.41610040220442,2017.0,Shikalbaha 225 MW PS,6.922320785095451,-0.623621117911335,1.091923300517313,6.747586526829315,371948514.0,False,False,True,False,True,False,False,False,False,False,False,-1.397692361579203,849.02,1.791759469228055,849.02,-1.24724223582267,3.58351893845611,10.83220080440884,13.844641570190902,2.183846601034626,13.49517305365863,-2.795384723158406
62,Haripur GTPP,3.4657359027997265,0.0,Haripur GTPP,0.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6.931471805599453,-1.7231316643698171,0.0,13.08273092970818,0.0
64,Bogura 20 RPP (3 Yrs) Energy Prima,2.995732273553991,2011.0,Bogura 20 RPP (3 Yrs) Energy Prima,3.412503229031125,-1.7719568419318752,1.244154593958768,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,2.4849066497880004,0.0,-3.5439136838637504,4.969813299576001,5.991464547107982,6.82500645806225,2.488309187917536,0.0,0.0
