Unnamed: 0,capacity_mw,start,own_IPP,own_Joint venture,own_Public,own_RENTAL & SIPP,fuel_GAS,fuel_HFO,fuel_HSD,fuel_HYDRO,fuel_SOLAR,fuel_WIND,units,usage,cost_per_unit,year,plant_name,id
3,22.0,2008.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,159.5888653325967,81.0,2.96,2022.0,Tangail SIPP (22 MW) (Doreen Power Ltd.),3
4,22.0,2009.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,165.6556725184999,84.0,2.9,2022.0,Feni SIPP (22 MW) (Doreen Power Ltd.),4
5,22.0,2008.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,171.72247970440307,87.0,4.09,2022.0,Bogura RPP (24MW) 15 yrs,5
6,33.0,2009.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,193.0881919678012,66.0,3.55,2022.0,Bhola 32 MW (Venture Energy Resources Ltd.),6
7,33.0,2009.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,237.92981029838987,81.0,4.06,2022.0,Jangalia 33 MW (Summit Purbanchol Po. Co. Ltd.),7
8,50.0,2012.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.205880478505367,5.0,13.15,2022.0,Amnura 50MW Sinha Power,8
9,50.0,2012.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.63482827554114,15.8,16.48,2022.0,Katakhali (Northern) Peaking,9
10,51.0,2009.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,352.407824154128,78.0,,2022.0,Fenchugonj 51 MW Rental (15 Yrs) (Barakatullah),10
11,55.0,2010.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,276.4408472176013,57.0,4.55,2022.0,Ashugonj  55 MW 3Yrs Rental (Precision Energy),11
12,86.0,2009.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,623.0401794905043,82.0,3.54,2022.0,Sahzibazar 86 MW RPP (15 yrs),12
13,100.0,2011.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,164.51265087477898,19.0,20.19,2022.0,Shiddirganj  Dutchbangla 100 MW,13
14,100.0,2018.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,217.79504442053727,25.0,18.44,2022.0,Julda Acorn Infra.service Ltd.100MW,14
15,100.0,2011.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,84.58906055614153,10.0,27.37,2022.0,"Power Pac Mutiara,Keranigonj,100MW",15
16,102.0,2011.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,113.51630061646247,13.0,19.21,2022.0,Summit  Power Co. Ltd Madangonj (100 MW),16
17,115.0,2011.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,107.9770418815074,11.0,19.91,2022.0,KPCL( 115 MW) U-2,17
18,44.0,2009.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,47.22104528065098,13.0,3.03,2022.0,Fenchugonj 50 MW Rental (Energy Prima),18
19,25.0,2013.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,121.51745212250869,55.0,3.45,2022.0,Shahjahanullah Power Gen Co. Ltd.,19
20,40.0,2011.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.229301046519307,9.0,19.61,2022.0,Khanjahan Ali Noapara  40 MW,20
21,78.0,2011.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022.0,Ghorashal 78 MW QRPP (3 Yrs Max Power),21
22,0.0,2008.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,422.0,2022.0,Kutubdia 900KW Wind PP,22
23,0.0,2022.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68129.0,2022.0, Ghorasal TPP Unit-6,23
24,3.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0605558226920513,15.0,16.42,2022.0,Sharishabari 3 MW Engreen Solar Power Plant,24
25,7.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.476719919092563,15.2,1556.0,2022.0,Kaptai Solar,25
26,8.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.237556812387632,17.0,11.26,2022.0,Sympa Solar Power 8 MW,26
27,20.0,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.559882457896535,21.0,12.04,2022.0,20 MW Solar Teknaf,27
28,20.0,1987.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.74,182.97,2022.0,Saidpur 20 MW /GT,28
29,20.0,1986.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.3950894158131,37.7,3.6,2022.0,Sylhet 1x20 MW /GT,29
30,20.0,1980.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,2022.0,Bheramara GT unit-3,30
31,20.0,1988.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.29,113.92,2022.0,Rangpur 20 MW /GT,31
32,22.0,2020.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,15.83,2022.0,Tangail Polly Power 22 MW TPPGCl,32
33,32.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,-693.232516703786,2022.0,Haripur GTPP,33
34,35.0,2021.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.59501330991744,17.0,11.96,2022.0,Manikganj 35MW Spectra Solar Park Ltd.,34
35,50.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89.95246980744724,21.0,14.7,2022.0,50 MW HDFC Solar Power Plant,35
36,50.0,2014.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,224.47732479921328,51.0,15.55,2022.0,Baraka Patenga,36
37,50.0,2012.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.08324445884702,15.9,19.57,2022.0,Santahar 50 MW PP,37
38,51.0,2015.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.845964790047272,5.7,19.58,2022.0,Sinha Peoples Energy Ltd.Katpatti 52.5 MW Exp,38
39,51.0,2013.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,375.26825702854575,83.0,2.75,2022.0,Midland Power Co. Ashuganj 51 MW,39
40,52.0,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.3633349925129,23.3,18.5855546668254,2022.0,Titas 50 MW Peaking PP,40
41,52.0,2014.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,219.46561451520628,48.0,16.83,2022.0,Lakdhanvi lanka- Bangla Jangalia Cumilla 52MW,41
42,52.0,2012.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,238.10565978203925,52.0,15.58,2022.0,Raj Lanka Power Gen.Com. Ltd.Nator 55 MW,42
43,52.0,2012.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216.2036065935105,47.3,18.11,2022.0,Gazipur 52 MW PP,43
44,52.0,1991.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.69334065086704,23.8,1926.0,2022.0,Baghabari 50 MW Peaking RE,44
45,53.0,1986.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,237.4550166925366,50.9,2.14,2022.0,Ashuganj 50 MW PP,45
46,54.0,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.69292107667977,9.7,20.93,2022.0,Faridpur 50 MW Peaking PP,46
47,54.0,2021.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,198.89122492823032,42.0,16.95,2022.0,Bhairab Power 54.5 MW,47
48,54.0,2018.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,382.6539353418192,80.0,15.83,2022.0,Kamalaghat Banco Energy Generation,48
49,54.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,324.62360573752795,68.0,15.7,2022.0,Jodiac Power,49
50,55.0,2012.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,301.0597749285127,62.0,16.48,2022.0,Dhaka(Doreen) Northern Power Ltd.Manikgonj,50
51,55.0,2016.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,291.2122038441481,60.0,17.29,2022.0,Summit Narayangonj Power unit-2 Madangonj (55 MW),51
52,55.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,310.90734601287727,64.0,16.2,2022.0,Dhaka(Doreen) Southern Power Ltd.Nobabgonj,52
53,70.0,2000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,447.12914852185975,72.3,3.04,2022.0,"Shahjibazar 70 MW GT, Habiganj",53
54,71.0,1991.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.22807145105516,8.6,1652.0,2022.0,"Baghabari 71 MW /GT
Baghabari 100 MW /GT",54
55,71.0,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.45782728584555,9.9,2259.0,2022.0,Bera 70 MW Peaking RE,55
56,95.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.666621743550294,2.0,22.02,2022.0,Powerpac Mutiara Jamalpur Power plant Ltd,56
57,97.0,1994.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,421.4463314348696,49.4,3.12,2022.0,Fenchuganj C.C. (Unit #1),57
58,98.0,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.38053941139955,3.4,31.67,2022.0,Hathazari 100 MW Peaking PP,58
59,100.0,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.34985840472766,12.0,36.28,2022.0,Noapara100MW (Bangla Trac),59
60,100.0,2020.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,590.7717992408454,67.0,15.09,2022.0,Juldha Acorn 100 MW Unit-3,60
61,100.0,2021.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.61198346055029,7.3,8.98,2022.0,Shahazibazar 100 MW GT,61
62,100.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120.11065625331376,14.0,35.24,2022.0,"Aggreko, Brahmangaon 100MW",62
63,100.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128.9910551776068,15.0,33.58,2022.0,"Aggreko, Aourahati 100MW",63
64,102.0,2014.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,439.5412433023896,49.0,16.96,2022.0,Digital  Power & Associates Gagnagar,64
65,102.0,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,133.44004711393578,15.2,,2022.0,"Sangu, Dohazari-kaliaish 100 MW PPP",65
66,104.0,2020.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,642.0319237246359,70.0,13.19,2022.0,Orion Power Sonargaon Ltd.,66
67,104.0,2017.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,257.05344164525854,28.3,23.03,2022.0,"Chapainobabgonj Peaking Power Station 100 MW, Amnura",67
68,104.0,1994.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,312.4460289948092,34.3,3.12,2022.0,Fenchuganj C.C. (Unit #2),68
69,105.0,2019.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98.3053202807922,11.0,28.45,2022.0,Modhumoti 105 MW NWPGCL,69
70,105.0,2018.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,545.6664066847827,59.0,16.73,2022.0,Lobonchora Orion Power Rupsha Ltd. 105 MW,70
71,105.0,2005.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022.0,Tongi 80 MW GTPP,71
72,105.0,2019.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,538.2103885780496,58.2,16.68,2022.0,Gazipur 100 MW PP,72
73,105.0,2017.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,610.9065651186979,66.0,16.07,2022.0,Baraka Shikalbaha 105MW PS,73
74,108.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,407.88833624550335,43.0,17.58,2022.0,ECPV Chattogram Limited 108 MW,74
75,108.0,2017.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022.0,CLC Power Co. Ltd. 108 MW Bosila Keranigonj,75
76,108.0,2014.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,359.9693519510508,38.0,4.08,2022.0,Regent Energy & Power Ltd 108 MW,76
77,109.0,2011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.062858834784482,2.2,51.49,2022.0,Gopalganj 100 MW Peaking PP,77
78,110.0,2016.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.22277253972031,6.5,36.85,2022.0,Summit   Barishal (110 MW),78
79,110.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,698.4796079760829,72.0,15.47,2022.0,Karnaphuli Power Ltd.,79
80,113.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,577.1434642580194,58.0,15.41,2022.0,HF 113 MW Power Limited,80
81,113.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,627.2605670980892,63.0,16.03,2022.0,Confidence Power  Ltd. 113MW Rangpur,81
82,113.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,617.2371465300752,62.0,16.46,2022.0,Bogura 113 MW PP (Confidence) Unit-1,82
83,113.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,657.3308288021309,66.0,16.56,2022.0,Confidence CPBL- 2 Bogura,83
84,115.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,628.139814516336,62.0,17.25,2022.0,United Jamalpur PPL,84
85,116.0,2021.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,757.0374860313221,74.0,15.18,2022.0,Anlima Chattogram 116 MW,85
86,149.0,2018.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,19.84,2022.0,Kodda 150 MW PP,86
87,149.0,2018.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,813.4851702827691,62.0,16.49,2022.0,Kodda Gazipur 149MW Power Ltd. (unit-1 Summit) ACE Alliance,87
88,150.0,2021.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.44488740637443,6.0,32.53,2022.0,United Payra PP Patuakhali Imp,88
89,150.0,1987.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,208.2112475616468,16.0,7.24,2022.0, Ashuganj TPP Unit-3,89
90,150.0,1987.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,2022.0, Ashuganj TPP Unit-4,90
91,150.0,1988.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,241.4028376004649,18.5,7.24,2022.0, Ashuganj TPP Unit-5,91
92,162.0,2020.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1042.0015742851222,73.0,15.81,2022.0,Manikganj 162MW P0wer Generation,92
93,163.0,2012.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,774.4465849126096,54.0,223.0,2022.0,Chandpur 150 MW CCPP,93
94,163.0,2017.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1048.420080438324,73.0,3.07,2022.0,Kushiara power Co. Ltd (163MW)CCPP Fenchuganj,94
95,194.0,2015.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,678.1689926145809,39.8,538.0,2022.0,Bhola 225 MW CCPP,95
96,200.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101.82230995377954,6.0,55.39,2022.0,Paramount Baghabari BanglaTrack,96
97,200.0,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,154.8409292740638,9.0,42.33,2022.0,Daudkandi 200MW(Bangla Trac),97
98,200.0,2018.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,755.718614903952,43.0,17.2,2022.0,Desh Energy Chandpur  200 MW,98
99,210.0,2019.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022.0,210 MW Shiddirganj TPP,99
100,210.0,2019.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.22906677826548,6.6,14.05,2022.0,Siddhirganj 2x120 MW GTPP,100
101,210.0,1997.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,511.5340219084404,27.8,423.0,2022.0,Rauzan 210 MW /ST (1st),101
102,210.0,1997.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,244.38348634832164,13.4,423.0,2022.0,Rauzan 210 MW /ST (2nd),102
103,210.0,1989.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,569.045595535966,30.9,68129.0,2022.0, Ghorasal TPP Unit-5,103
104,210.0,2012.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,235.1074260858176,12.9,9.56,2022.0,Sirajgonj 210 MW CC (NWPGCL) Unit-1,104
105,210.0,2007.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1127.4644233387148,61.0,3.73,2022.0,Rural Power Company Ltd.(RPCL),105
106,210.0,2022.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,539.3622026959529,29.3,68129.0,2022.0, Ghorasal Repowered CCPP Unit-4,106
107,220.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1278.255355568047,66.0,3.89,2022.0,Sirajgonj 210 MW CC (NWPGCL) Unit-3,107
108,220.0,2021.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1647.451346489894,85.0,3.01,2022.0,Nutan Biddyut 220MW Bhola,108
109,221.0,1987.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1617.83829344334,83.1,3.32,2022.0,Ashuganj 225 MW CCPP,109
110,225.0,2017.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,387.2436068650677,19.7,852.0,2022.0,Shikalbaha 225 MW PS,110
111,230.0,1962.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,747.2778396887825,37.0,2.7,2022.0,Karnafuli Hydro,111
112,231.0,2020.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,213.0,2022.0,Sylhet 225 MW CCPP,112
113,250.0,2006.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0362595988625,20.13,8.13,2022.0,"Barapukuria Coal based S/T (unit 1,2)",113
114,260.0,2021.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6695785980837616,0.3,68129.0,2022.0, Ghorasal Repowered CCPP Unit-3,114
115,274.0,2018.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.8190937240956,50.83,8.13,2022.0,Barapukuria Coal based S/T (unit 3),115
116,300.0,2018.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1424.9138249316195,54.0,17.18,2022.0,Kodda Gazipur 300MW Power Ltd.(unit-2 Summit),116
117,300.0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1689.5672978239174,64.0,16.66,2022.0,United Anwara 300MW PS,117
118,305.0,2015.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1529.3684182193435,57.0,4.22,2022.0,Summit Meghnaghat Power Co.Ltd.,118
119,330.0,2016.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1139.5364903912437,39.3,,2022.0,Shahjibazar 330 MW CCPP,119
120,335.0,2019.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1505.4177185463,51.1,4.2,2022.0,Siddhirganj 335 MW CCPP,120
121,360.0,2001.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1931.9758110345704,61.0,1.7,2022.0,Haripur Power Ltd.,121
122,360.0,2017.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2116.072635467093,66.8,2.95,2022.0,Ashuganj 450 MW CCPP (North),122
123,360.0,2017.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2217.6432972229672,70.0,3.76,2022.0,Ashuganj 450 MW CCPP (South),123
124,365.0,2018.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1601.5898011541385,49.9,68129.0,2022.0,Ghorasal 365 MW CCPP Unit-7,124
125,383.0,2021.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2656.317419134679,78.8,,2022.0,Bibiyana - South  383 MW CCPP,125
126,400.0,2019.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2255.8114276490624,64.1,133.0,2022.0,Bibiana III 400 MW CCPP,126
127,412.0,1987.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2091.0404614696054,57.7,2.5,2022.0,Haripur 412 MW CCPP,127
128,414.0,2016.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2841.9089641782216,78.0,3.24,2022.0,Sembcorp NWPGCL,128
129,622.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2214.258194662717,40.5,13.85,2022.0,"Payra, Potuakhali 2*660 MW PP (U-1)",129
130,622.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.748543517805,38.3,13.85,2022.0,"Payra, Potuakhali 2*660 MW PP (U-2)",130
131,150.0,2010.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,659.6168720895728,50.0,8.63,2022.0,Shikalbaha 150 MW Peaking PP,131
